Age,ClassName,DepartmentName,Adjectives,Nouns,Seasons
51,jeans,Bottoms,"worn, gray, many, ","fit, comfortably, seat, i, look, color, fall, ",fall
37,thin sweater,Tops,"light, favorite, good, rich, super, soft, oversized, nice, light, great, white, black, ensemble, great, only, large, ","baby, pink, lavender, blue, wine, color, mixed, i, poncho, poncho, fabric, weight, sweater, movement, statement, piece, tank, top, i, ",
51,jeans,Bottoms,"i, little, little, snug, sturdy, brushed, soft, i, ","green, store, week, bronze, color, pilcro, day, i, zipper, ankle, problem, fabric, cotton, touch, side, reference, ",
84,knit sweater,Tops,"second, soft, sumptuous, good, great, nice, baggy, tight, flattering, many, other, glad, ","t, sale, lot, ts, i, i, today, fabric, softness, fit, fit, t, fit, tummy, skirt, i, ",
54,dress,Dresses,"gorgeous, soft, comfortable, large, added, normal, dry, fun, wide, open, cute, little, expensive, ","dress, person, cotton, knit, slip, swing, size, size, retailer, time, random, model, neck, bow, ",
48,dress,Dresses,"large, i, local, i, embroidered, right, comfortable, ","dress, store, order, size, size, design, i, dress, slovak, festival, yesterday, fun, ",
48,jeans,Bottoms,"skinny, soft, substantial, nice, ","fabric, dark, gray, color, ",
34,knit sweater,Tops,"fabulous, low, ","neckline, sweater, dress, girl, town, ",
36,jeans,Bottoms,"new, favorite, little, loose, only, ","length, color, rise, ankle, way, thing, ",
58,blouse,Tops,"high, fluttery, same, much, only, big, ","summery, blouse, hip, tucking, arm, pattern, knit, i, woven, i, sweater, ",summer
36,jeans,Bottoms,"dark, tailored, usual, nice, length.given, much, ","size, fit, bottom, variety, price, tag, ",
50,knit sweater,Tops,"casual, ","sweater, ",
66,dress,Dresses,"beautiful, sizes, large, usual, ","dress, person, strap, cotton, slip, underneath, i, size, zero, ",
20,thin sweater,Tops,"happy, super, soft, perfect, new, light, heavy, i, ","fall, season, ",fall
38,knit sweater,Tops,"super, comfortable, ","picture, cute, sweater, ",
53,dress,Dresses,"plus, i, athletic, perfect, ","back, dress, build, medium, ",
58,pants,Bottoms,"different, usual, nice, fit, similar, ankle, i, ankle, ","i, store, i, fabric, weight, ankle, pair, i, fit, i, i, medium, weather, colder, sweater, ",
36,knit sweater,Tops,"top, few, i, super, soft, thick, ","quite, cotton, material, ",
39,jeans,Bottoms,"overall, little, long, tall, little, frayed, ","quality, color, design, inch, bottom, i, design, bottom, glad, case, price, tag, lbs, size, length, ",
64,knit sweater,Tops,"adorable, small, xs, loose, cute, ","top, glad, i, ",
37,knit sweater,Tops,"tops, effortless, quirky, overall, large, i, fantastic, ","i, i, section, design, fit, tad, side, flow, bottom, edge, piece, ",
53,knit sweater,Tops,"top, great, true, ","lace, quality, i, border, i, shirt, size, ",
54,knit sweater,Tops,"unique, wonderful, large, great, ","design, bit, piece, ",
30,pants,Bottoms,"thicker/heavier, comfortable, cute, ","material, side, fall, ",fall
30,knit sweater,Tops,"creamy, blue, silk-like, classy, little, ","shirt, grey/blue, color, choice, grey, bottom, touch, fit, shirt, torso, room, ",
56,dress,Dresses,"peasant, black, black, silver, sparkly, beautiful, beautiful, elasticized, ","dress, i, lizard, cowboy, boots/frye, jane, need, necklace, beading, yoke, fabric, %, rayon, drape, maternity, dress, cuff, knee, dress, side, seams, patch, front, ",
56,knit sweater,Tops,"black, true, flattering, much, sure, little, open, ","today, size, draping, weight, fabric, length, i, color, i, i, sweater, i, i, connector, piece, front, neckline, top, ",
57,dress,Dresses,"i, modest, practical, beautiful, tts, loose, snug, black, big, ","dress, online, morning, store, afternoon, brand, feminine, dress, thicker, study, cotton, embroidery, fit, waist, length, knee, i, plan, furry, vest, ",
45,dress,Dresses,"similar, overall, same, similar, regular, same, ","dress, store, today, pacquerette, shirtdress, boho/peasant, vibe, fit, look, one, paquerette, shirtdress, price, fit, anwen, peasant, dress, size, xs, dress, inch, couple, knee, ",
44,dress,Dresses,"wear, glad, different, numerous, flattering, attractive, form, top, waist, big, top, black, high, ","dress, style, i, something, i, belt, front, back, i, size, s., fitting, bust, i, i, brow, ",
42,dress,Dresses,"due, bold, extra, small, large, extra, small, petite, many, artsy, burgundy, worth, ","store, eye, color, pattern, i, i, velvet, detail, cris, cross, tie, i, today, lady, i, i, velvet, look, money, ",
64,dress,Dresses,"black, black, great, great, black, fine, i, tall, ","dress, dress, chunky, waistline, belt, way, front, illusion, waistline, sack, waistline, i, bit, model, ",
39,knit sweater,Tops,"great, boxy, top, soft, feminine, big, little, boxy, ","xs, butit, petite, grey, color, favorite, ",
30,knit sweater,Tops,"lovely, top, soft, sure, surprised, on-, glad, ","sooo, bit, tummy, i, hanger, i, i, chance, ",
29,dress,Dresses,"flattering, great, casual, washable, ","dress, marvel, cute, work, date, day, machine, thing, i, retailer, ",
25,dress,Dresses,"different, large, ","dress, cute, boots.very, comfortable, size, ",
41,knit sweater,Tops,"pictures-awesome, ","shirt, ",
26,knit sweater,Tops,"navy, pictured, soft, little, i, glad, regular, unique, crazy, ","shirt, turquoise, color, trim, color, shirt, flowy, length, side, top, i, xs, petite, shirt, ",
43,knit sweater,Tops,"top, soft, modest, sexy, amply, wish, ","flattering, i, i, color, ",
49,dress,Dresses,"regular, i, cute, large, true, little, nice, ","store, online, order, petite, length, knee, length, knee, petite, bit, size, size, bit, sparkle, neck, ",
49,dress,Dresses,"black, white, nice, medium-weight, unlined, hard, drawstring-style, wish, petite, xs, ","dress, embroidery, fabric, texture, cotton, machine, washable, dress, tie, waist, i, store, size, i, store, p, ",
47,knit sweater,Tops,"flattering, perfect, ","today, i, round, date, shirt, ",
40,dress,Dresses,"b-lined, great, chic, worth, tall, little, ","dress, online, store, dress, detail, stitching, beading, front, placket, i, dress, i, price, person, penny, medium, tight, top, ",
42,knit sweater,Tops,"super, small, little, black, small, drapey, big, ","everything, top, flattering, tummy, i, i, xs, s, charcoal, gray, fit, note, i, /, lbs, xs, retailer, tops, tad, store, wine, color, i, ",
80,dress,Dresses,"soft, ","today, i, material, clingy, knee, slip, dress, find, ",
39,dress,Dresses,"gorgeous, ","dress, neckline, ",
46,knit sweater,Tops,"cool, black, dark, figure, minor, perfect, ","top, i, gray, imagine, silk, flattering, tummy, form, fabric, drape, style, winner, ",
45,dress,Dresses,"gorgeous, bright, little, chest, soft, true, i, long, i, great, ","dress, embroidery, beading, area, fabric, slip, i, size, i, medium, i, roomy, spring, teacher, dress, ", spring
49,knit sweater,Tops,"small, solo, next, gorgeous, dark, gray, soft, stretchy, comfortable, flattering, middle, ","eye, tee, awhile, turquoise/navy, i, taupe/peach, i, plan, spring, summer, taupe, material, cut, ",summer spring
39,dress,Dresses,"i, i, soft, substantial, versatile, perfect, social, ","dress, winner, review, dolan, dress, material, cut, style, bulk, dress, size, m, ",
52,dress,Dresses,"great, conservative, able, conservative, frumpy, cute, chic, conservative, black, ","dress, i, organ, church, i, church, organist, college, professor, %, friday, thank, ",
53,jeans,Bottoms,"soft, right, fit, ","Perfection, feel, look, someone, ft, length, bottom, tts, ",
41,knit sweater,Tops,"great, top, super, soft, stylish, vibrant, ","i, comfy, color, ",
33,knit sweater,Tops,"comfortable, cute, cute, .any, great, ","shirt, postpartum, i, fall, i, day, choice, ",fall
35,knit sweater,Tops,"beautiful, true, pinkish, beautiful, perfect, long, ","shirt, i, ivory, ivory, necklace, ",
32,knit sweater,Tops,"high, overall, comfortable, flattering, ","product, quality, make, cut, rainbow, ",
41,knit sweater,Tops,"beautiful, flattering, i, tall, broad, same, fading..not, sure, ","top, fit, elbow, i, i, washing, machine, hung, size, shrinkage, ",
62,knit sweater,Tops,"top, soft, stylish, figure, chic, petite, overwhelming, ","fabric, style, flattering, keeper, i, style, ",
55,knit sweater,Tops,"top, nice, i, many, interesting, ","i, color, blue, ",
23,dress,Dresses,"glad, normal, small, comfortable, ","fence, dress, i, medium, dress, favs, quality, material, movement, ease, illusion, middle, i, dress, ",
23,knit sweater,Tops,"black, friday, extra, small, great-not, beautiful, ","sale, online, i, back, cotton, material, stretch, embroidery, ",
47,dress,Dresses,"much, great, ","dress, lot, form, belt, ",
56,dress,Dresses,"interesting, feminine, ","dress, material, fun, ",
46,dress,Dresses,"peach/ivory/tan, i, favorite, soft, nice, top, much, different, good, comfortable, pret, ","version, size, xl, everything, dress, size, xl, pear-shape, one, mix, sizing, flowy, bottom, dress, i, fun, use, spring, ", spring
52,dress,Dresses,"conscious, recent, 10-12, vertical, true, i, old, super, comfortable, great, high-heeled, ","weight, gain, size, size, dress, figure, dress, self, time, dress, day, night, up, jean, jacket, n, ",
36,dress,Dresses,"perfect, rich, wrong, i, positive, perfect, ","dress, disaster, semi-maternity, shape, belt, sweater, dress, i, dress, belt, skirt, dress, jacket, ",
73,dress,Dresses,"definite, various, vibrant, full, added, static, afraid, short, ","hair, salon, dress, everyone, winner, i, blue, color, underdress, slip, bonus, dress, way, i, i, off, ",
55,dress,Dresses,"no-brainer, same, much, full, super, easy, navy, ankle, ","dress, online, i, price, portland, i, sale, retailer, store, i, dressing, room, mirror, store, clerk, i, thing, dress, i, price, fun, i, blute, lbs, m, ",
68,knit sweater,Tops,"black, friday, adventurous, i, brighter, wonderful, expensive, glamorous, romantic, only, able, cold, i, low, ","sale, i, mood, .cozy, silky, pjs, back, i, i, film.., i, ps, flowy, i, today, cami, lace, neckline, ",
45,dress,Dresses,"such, comfortable, tall, thin, i, busty, small, plenty, big, i, ","dress, blue, sale, bargain, quality, look, dress, body, type, dress, woman, frame, medium, dress, ",
42,knit sweater,Tops,"many, tiny, other, favorite, ombre, beautiful, tops, i, many, tiny, small, true, ","design, embroidery, throw, time, one, size, size, ",
58,dress,Dresses,"sure, curvy, lovely, large, overwhelming, nice, beautiful, i, i, other, maternity-looking, great, ","clingy, dress, body, length, knee, front, back, darker, color, belt, i, sale, price, ",
59,jacket,Jackets,"soft, substantial, raw, usual, shorter, ","Saw, store, line, justice, material, look, edge, piece, i, bit, i, ",
54,dress,Dresses,"surprised, comfortable, scratchy, ","dress, look, need, anything, fabric, ",
36,dress,Dresses,"beautiful, soft, sweater-like, little, large, form-fitting, ","dress, material, i, look, drape, ",
23,dress,Dresses,"small, only, large, detachable, tight, comfortable, i, flowy, own, great, scratchy, i, hi-lo, ","dress, problem, i, dress, slip, lining, silk, slip, fiber, content, bit, wool, skin, lovin, hem, fun, dress, winter, ", winter
63,dress,Dresses,"great, comfortable, great, regular, petite, great, blue, such, great, ","addition, length, i, size, size, model, dress, dress, length, slip, quality, price, ",
60,dress,Dresses,"i, many, small, normal, great, great, unique, ","dress, i, size, order, fit, length, dress, ",
24,dress,Dresses,"maternity-ish, pregnant, wonderful, pregnant, i, little, overwhelming, next, small, small, ","reviewer, maternity, dress, guess, year, case, lot, fabric, medium, antrho, i, room, stomach, blu, ",
39,pants,Bottoms,"little, petite, regular, available, i, glad, xxs, long, wrong, soft, ","eye, piece, spending, sale, order, anyway, length, quote, xxs, xs, linin, ",
39,thin sweater,Tops,"i, usual, huge, hte, funny, fun, unusual, usual, great, beautiful, pricey, ","htis, sotre, xs, hip, part, way, i, order, design, front, hemline, choice, glove, swaeter, jsut, ",
55,pants,Bottoms,"several, regular, cute, special, added, short, perfect, ","retailer, employee, i, romper, day, store, piece, jumpsuit, flair, piece, retailer, piece, bonus, issue, jumpsuit, lining, i, petite, inside, l, ",
47,pants,Bottoms,"i, luxurious, expensive, i, disappointed, goofy, long, soft, elegant, angled, ","raspberry, jumper, royalty, silk, i, beauty, jumper, model, exception, i, super, length, problematic, drape, cut, bodice, ar, ",
45,pants,Bottoms,"hesitant, first, big, sure, perfect, typical, good, fabulous, great, short, next, great, i, black, ","love, i, i, kind, outfit, jumpsuit, find, xs, retailer, size, size, color, fit, rise, problem, i, event, i, ",
62,pants,Bottoms,"large, wrong, normal, roomy, good, huge, black, red, i, versatile, casual, ","love, piece, i, jumpsuit, i, size, way, i, concho, i, rasberry, i, head, ",
22,pants,Bottoms,"gorgeous, big, large, petite, little, short, ","jumper, i, piece, i, i, love, i, order, i, xsp, xs, store, way, please, petite, taller, i, reference, inch, taller, i, pe, ",
28,thin sweater,Tops,"Such, gorgeous, adorable, fantastic, tts, large, ","weight, cut, style, button, detail, fit, sweater, hem, style, hourglass, figure, i, fit, bit, nothing, crazy, ",
83,sweater,Tops,"relaxed, feminine, blue, vivid, online, disappointed, wearable, oh, rich, elegant, true, fitted, straight, gorgeous, classic, impeccable, ","jacket, yesterday, fit, cobalt, subtle, jacket, green, fit, size, jacket, peplum, accent, quality, ",
54,dress,Dresses,"large, fit, perfect, 12-, forgiving, i, great, flat, ","i, size, material, slip, size, size, length, bra, ",
49,blouse,Tops,"top, dressy, comfortable, synthetic, petite, long, ready, little, ","beading, neck, half-length, top, silk, length, bit, variety, work, event, way, beading, neck, built, ",
28,jeans,Bottoms,"complimented, regular, little, funky, ","fun, print, closet, i, regular, bit, look, photo, size, blue, bit, fun, vibe, ",
42,jeans,Bottoms,"perfect, low, high, embroidered, gorgeous, unique, denim, great, normal, great, athletic, comfy, ","rise, retailerpolgie, i, i, i, online, store, i, size, i, build, glove, room, i, temperature, ",
37,blouse,Tops,"top, chic, dressy, top, feminine, skinny, black, black, comfortable, easy, long, big, i, sheer, i, black, great, top, ","fit, bill, touch, i, ankle, night, tank, underneath, problem, ",
36,jeans,Bottoms,"cant, little, high, silly, ","denim, embellishment, pair, detail, fall, wait, price, point, shipping, ",fall
47,dress,Dresses,"casual, i, simple, heavy, nice, top, bra, fine, short, small, xxs, i, fine, nice, ","photos, dress, dress, dress, fabric, underneath, gal, i, heel, i, petite, quality, deal, ",
20,blouse,Tops,"top, 4-6, top, great, ","i, one, length, i, everything, ",
49,knit sweater,Tops,"little, big, tshirt, much, large, ","size, top, xl, whihc, i, thank, please, size, ",
39,knit sweater,Tops,"striped, nice, soft, little, cute, nice, i, nd, great, petite, petite, i, nice, ","i, material, knit, neck, line, boat-neck, ti, i, version, fit, petite, lbs, pencil, skirt, wit, ",
39,blouse,Tops,"nice, fun, stylish, white, half, great, flared, nice, usual, regular, fine, high, waisted, ","sleeveless, bee, design, i, pair, tuck, i, addition, i, size, length, stylist, front, lbs, reference, dd, ",
34,knit sweater,Tops,"navy, stripe, chic, versatile, soft, great, ","breton, version, shirt, rendition, wardrobe, classic, ",
28,dress,Dresses,"similar, special, large, true, i, ","i, one, mustard, colorway, color, lot, i, tad, size, blush, ",
54,blouse,Tops,"same, high, great, ","length, arm, hole, size, fabric, quality, print, one, style, ",
24,dress,Dresses,"many, soft, comfortable, great, light, ","dress, i, dress, i, color, dress, pair, ",
28,knit sweater,Tops,"much, i, soft, little, tight, stretchy, uncomfortable, sleeve, little, standard, comfortable, overall, cute, ","shirt, teal/navy, white/navy, shirt, length, neckline, dress, shirt, bit, t, shirt, flattering, ",
49,knit sweater,Tops,"raw, marled, pretty, usual, soft, lightweight, ","t-shirt, pink, color, fit, photos, order, size, ",
49,knit sweater,Tops,"bright, nice, top, form-fitting, soft, stretchy, small, good, little, noticeable, only, synthetic, snug, ","red/salmon, color, store, color, material, shoulder, length, boatneck, bit, bra, strap, thing, i, look, material, size, fit, ",
51,blouse,Tops,"awesome, great, casual, true, white, ","quality, size, i, ",
37,sweater,Tops,"large, i, large, great, roomy, tad, i, itchy, overall, great, ","cardigan, lbs, medium, bit, cardigan, roomy, reviewer, bit, bare, skin, wool, cardigan, fall, ",fall
70,knit sweater,Tops,"perfect, loose, ","long, t-shirt, ",
33,blouse,Tops,"such, cute, new, thrilled, washing, only, short, i, ","top, i, arrival, machine, flaw, side, ",
43,thin sweater,Tops,"flattering, m, fit, great, width, great, straight, black, thin, thankful, fabulous, ","tad, busty, sweater, i, i, store, shimmer, holiday, feel, air, nyc, length, i, i, discount, day, sweater, ",
39,sweater,Tops,"Beautiful, lambswool, gorgeous, i, correct, ultra, cedar/neutral, oversized, long, i, fine, large, overall, soft, itchy, ","%, sweater, fall, eye, design, numero, uno, pretty, quality, construction, bell, look, model, colorway, fit, size, m, s, cardigan, wool, bit, ",fall
39,warm jacket,Jackets,"great, few, smile, flashy, warm, ","coat, i, i, season, feminine, bit, ",
52,blouse,Tops,"local, top, broad, high, fitted, button-up, loose-fit, loose-fitting, big, top, i, ","retailer, store, i, fyi, shoulders/back, waist, shirt, i, i, m, l, knit, top, body, ",
48,dress,Dresses,"pretty, elegant, vibrant, french, extra, little, suede, adorable, ready, i, ","dress, today, lbs, print, collar, dress, flair, slip, dress, i, cooler, ",
37,knit sweater,Tops,"white, little, comfortable, comfy, good, ","blue, striped, snug, fit, quality, fabric, ",
34,dress,Dresses,"much, great, ","dress, prettier, person, work, play, fall, ",fall
67,dress,Dresses,"high, true, flattering, i, thin, regular, i, xsp, good, wide, own, ","dress, mail, today, retailer.., material, quality, skin, fit, size, maeve, reference, lbs, order, xs, maeve, xsp, fit, cream, belt, retailer, ",
24,dress,Dresses,"beautiful, flattering, right, flowy, ","dress, i, knee, shape, baggy, i, ",
52,knit sweater,Tops,"busty, difficult, top, narrow, thin, great, tall, regular, small, sure, ","time, material, jacket, ps, i, length, model, order, petite, order, ",
42,sweater,Tops,"soft, such, sweet, large, new, favorite, ","sweater, pink, shade, shoulder, sweater, ",
57,dress,Dresses,"happy, usual, perfect, gorgeous, plus, thrilled, ","dress, i, size, fit, dress, stretch, i, purchase, ",
71,pants,Bottoms,"comfortable, easy, ","degree, heat, ",
40,thin sweater,Tops,"nice, pictured, large, true, good, regular, unique, fabric, nice, soft, good, thick, warm, top, many, simple, ","sweater, color-wise, i, size, sweater, bottom, kind, see, photo, length, fit, combination, acrylic/wool, knit, texture, i, today, degree, weather, sweater, ",
56,thin sweater,Tops,"lightweight, little, large, i, usual, natural, such, i, unbuttoned, ","duster, cream, color, l, size, m., cotton, linen, tank, top, ",
34,dress,Dresses,"next, ","lbs, cup, slender, size, fit, lightweight, dress, sale, year, type, event, ",
55,dress,Dresses,"i, perfect, romantic, tropical, i, much, slim, little, high, ","dress, goddess, va, .heck, grocery, store, i, i, bust, dress, size, dress, cut, shoulder, waist, dress, length, calf, model, online, i, dress, ",
56,thin sweater,Tops,"many, petite, right, feminine, ","sweater, length, waist, design, flair, ",
61,thin sweater,Tops,"top, first, small, small, top, 36a-, flattering, sure, beautiful, different, ","time, i, i, medium, bottom, lace, lot, style, i, i, lace, washing, top, color, i, ",
33,pants,Bottoms,"high, low, comfortable, i, particular, perfect, true, relaxed, baggy, i, saggy, butt, great, soft, elastic, ","pair, flattering, linen, pair, size, cut, frame, linen, band, waist, i, th, ",
33,pants,Bottoms,"nice, lightweight, sturdy, i, hot, little, tie, cinchable, wear, full, i, second, m, ","hei, hei, roll-up, bit, ankle, poufy, top, waist, waist, i, lot, summer, i, stretching/sagging, day, walking, pair, l., ",summer
46,dress,Dresses,"lovely, thru, orlando, comfortable, elegant, elegant, unique, ","dress, business, trip, airport, design, print, fun, beading, piece, ",
54,pants,Bottoms,"sturdy, thin, several, soft, other, black, available, ","keeper, fabric, i, tag, couch, comfy, fabric, i, ",
56,dress,Dresses,"fabulous, other, small, wrong, baggy, tent-like, soft, comfortable, great, terrific, ","dress, i, issue, nothing, dress, i, bottom, material, texture, yarn, day, office, evening, jean, jacket, example, ",
49,dress,Dresses,"lovely, proper, large, first, small, little, perfect, entire, original, many, un, ","dress, creation, i, fit, i, i, petite, time, dress, ha, sack, petite, petite, petite, life, dress, i, silk, ",
44,dress,Dresses,"darling, small, small, little, blousy, modest, small, figure-accentuating, fabric, silky, navy, ","dress, navy, fall, figure, dress, wardrobe, lbs, size, size, medium, dress, medium, look, feel, flower, ",fall
44,thin sweater,Tops,"black, flattering, feels, great, long, thick, soft, flattering, perfect, true, ","sweater, bit, material, lace, star, show, back, cut, picture, size, ",
43,pants,Bottoms,"rare, i, rare, much, great, ","pair, retailer, woman, retailer, slim, pair, divide, i, xls, i, i, room, l., go, summer, pant, ",summer
56,dress,Dresses,"visible, small, i, i, pleased, ","person, detail, bodice, photo, wedding, ",
38,sweater,Tops,"i, large, natural, wear, small, soft, rounded, black, white, cute, short, ","drop, shoulder, chance, i, style, cotton, fiber, time, xs, i, xs, i, pink, sweater, hem, tee, pattern, frame, shirt, tail, ",
70,pants,Bottoms,"comfortable, comfortable, thin, loose, i, big, back, sturdy, tiny, other, i, ","summer, answer, bit, i, s., i, size, retailer, con, i, mine, ",summer
32,sweater,Tops,"gray, greenish, wide, boxy, small, typical, large, i, cozy, comfortable, ","color, imo, hue, i, fit, shoulder, i, size, feel, i, tank, underneath, weather, ",
35,thin sweater,Tops,"perfect, comfortable, practical, elegant, easy, small, ","sweater, hand, pair, lot, life, lace, tts, size, ",
26,pants,Bottoms,"great, light, comfortable, soft, perfect, elastic, ","fabric, summer, traveling, hiking, bit, waist, waist, lounge, ",summer
55,dress,Dresses,"gorgeous, perfect, oh, skirt, charming, ","dress, butter, fit, workmanship, everything, screams, party, yeah, part, kind, ",
45,thin sweater,Tops,"gorgeous, black, purple, ","sweater, i, ",
34,dress,Dresses,"few, high, perfect, only, i, much, petite, perfect, ","dress, graduation, i, degree, horticulture, i, child, waist, post, pregnancy, pre-pregnancy, i, petite, dress, area, sort, tight, bosom, length, ",
24,dress,Dresses,"unsure, i, curvy, slim, i, navy, i, happy, floral, vibrant, ruffled, flirty, i, true, short, large, top, baggy, blousy, ","look, style, dress, body, size, retailer, m, color, i, pattern, skirt, fun, fit, size, length, i, chest, part, skirt, portion, cuten, ",
56,thin sweater,Tops,"substantial, nice, gorgeous, large, perfect, ","sweater, person, body, sweater, weight, lace, i, size, i, medium, ",
48,thin sweater,Tops,"careful, long, comfortable, nice, straight, ","lace, detail, sweater, photo, material, weave, cut, ivory, color, xs, frame, ",
32,thin sweater,Tops,"comfy, long, beautiful, ","love, sweater, piece, i, time, lace, detail, picture, sweater, justice, ",
71,thin sweater,Tops,"little, small, first, ","sweater, cooler, weather, i, size, ",
66,dress,Dresses,"xl, large, fitted, i, good, back, elastic, young, i, ","navy, medium, i, choice, model, bit, neck, bra, back, waist, adjustment, placement, skirt, portion, i, look, ",
58,dress,Dresses,"i, appropriate, large, forgiving, such, i, little, unexciting, ","dress, someone, younger, anyone, chunkiness, guess, i, blue, ",
66,thin sweater,Tops,"many, true, ","size, elegant, ",
54,pants,Bottoms,"great, soft, substantial, comfortable, light, perfect, neutral, top, deep, elastic, added, small, ","fabric, fit, i, grey, color, grey, stone, color, front, waist, bonus, lb, ",
48,dress,Dresses,"similar, i, few, i, i, light, floaty, nice, ","print, shimmery, beading, neck, i, work, right, cardigan/jacket, use, fabric, warmer, weather, ",
59,dress,Dresses,"helpful, lean, broad, i, red, ","review, anyone, m, l., snug, xl, order, drape, model, material, color, motif, light, feather, spring, summer, ",summer spring
71,sweater,Tops,"little, great, stylish, ..these, long, wide, oversized, i, petite, i, much, comfy, cozy, chic, ","cropped, neckline, sweater, i, style, time, size, neckline, fact, bit, lbs., bust, size, grey, i, pink, ",
54,thin sweater,Tops,"Beautiful, black, much, burgundy, black, nice, i, nice, ","sweater, i, i, burgundy, thing, burgundy, lace, sweater, weight, ",
32,pants,Bottoms,"comfy, second, olive, im, next, great, helpful, ","i, pair, i, color, small/reg, thinking, time, deal, day, sure, hope, review, i, petite, i, ",
55,pants,Bottoms,"nice, comfortable, nice, lightweight, thin, easy, dressy, elastic, little, large, ","summer, material, feel, summer, top, waist, bit, ",summer
58,dress,Dresses,"burnt, year-old, many, comfortable, perfect, cool, ","dress, orange, collage, daughter, campus, sweater, fall, sleeveless, day, ",fall
56,thin sweater,Tops,"blue, large, wide, little, upper, i, white, ","duster, color, length, medium, snug, i, ",
24,thin sweater,Tops,"soft, cashmere, sexy, loose, form, inspired, flirty, many, first, ","turtleneck, blend, lace, design, fitting, style, i, i, time, ",
46,dress,Dresses,"local, white, due, metallic, negative, extra, small, small, ","dress, retailer, store, friday, dress, heft, yarn, yarn, blue, grey, bit, weave, thread, dress, i, i, dress, sack, online, dress, x, ",
48,dress,Dresses,"loose, tight, i, short, few, navy, new, blue, navy, long, great, ","cotton, shift, dress, i, medium, way, ref, lb, height, knee, office, appropriate, i, blue, suede, fringe, jacket, retailer, necklace, motif, retailer, druzy, pendant, hose, crew, neck, top, outfit, work, work, party, retailer, ",
45,dress,Dresses,"great, romantic, ","look, dress, night, party, ",
34,dress,Dresses,"full, +, unique, beautiful, common, ____________, comfortable, skeptical, light, thin, breathable, wonderful, ","anything, price, sale, promotion, investment, piece, retailer, unique, anymore, i, polyester, skin, lining, inside, ",
62,dress,Dresses,"athletic, feminine, long, lean, beautiful, comfortable, jersey, easy, comfortable, /or, ","body, dress, top, dress, knit, type, lining, dancing, ",
30,skirt,Bottoms,"last, secondhand, first, gorgeous, blue, white, hard, other, hard, i, ","i, clothing, skirt, temptation, print, i, sucker, anything, sell, line, kind, quality, clothing, skirt, pricey, sale, i, ",
27,dress,Dresses,"i, glad, perfect, i, little, hesitant, long, petite, perfect, great, comfortable, i, next, ","forth, dress, i, fit, i, length, quality, dress, feel, elegant, rehearsal, dinner, wedding, plan, wedding, month, ",
43,thin sweater,Tops,"many, adorable, s, soft, warm, perfect, restrictive, long, black, ","sweater, sweater, ivory, yesterday, today, i, sweater, neck, turtleneck, character, help, m, ",
44,dress,Dresses,"much, online, few, low-key, vibrant, light, soft, flowy, right, big, midi, frumpy, ","dress, princess, i, dress, person, i, dress, time, i, store, dress, surprise, sparkle, sun, person, cream, background, fabric, size, arm, part, ",
58,dress,Dresses,"i, large, i, large, top, i, ok., tight, else, loose, i, careful, nice, ","dress, hips/seat, kind, pear, bit, knit, top, i, knit, dress, i, fabric, weave, fall, sweater, ",fall
49,dress,Dresses,"i, tall, i, blonde, small-chested, happy, ","daughter, dress, redhead, butterfly, version, pink, give, fabric, i, thing, i, back, zipper, purpose, detail, ",
64,dress,Dresses,"gorgeous, heavy, pretty, playful, gorgeous, full, tight, long, small, swallow, ","fan, fun, print, fit, bit, beading, i, print, dress, fan, i, i, petite, i, size, retailer, i, ",
56,dress,Dresses,"little, tight, other, flattering, outdoor, different, careful, ","arm, dress, u, garden, shower, beading, accent, ",
54,thin sweater,Tops,"great, classic, much, black, great, only, negative, i, ","sweater, fun, surprise, element, lace, bell, i, sea, mist, tad, ",
39,dress,Dresses,"big, wear, i, pleasant, ","way, dress, i, size, retailer, reference, pink, color, shade, darker, pictures.there, tear, fabric, zipper, dress, rep, ",
32,dress,Dresses,"glad, usual, afraid, small, gorgeous, vibrant, beautiful, soft, flowy, favorite, ","i, tts, i, size, i, size, i, order, i, dress, i, pink, color, way, person, beading, dress, dress, fence, order, ",
40,dress,Dresses,"blue, i, comfortable, hesitant, flattering, perfect, early, long, only, i, ","clingy, i, fall, sleeve, shirt, dip, caution, photo, model, purchase, ",fall
29,thin sweater,Tops,"black, full, comfortable, fun, different, whole, new, recommend, ","color, sweater, price, i, burgundy, color, sale, i, i, sweater, look, lace, sleeve, mock, neck, collar, silhouette, underneath, look, ",
44,sweater,Tops,"true, different, terrible, ","sweater, size, fun, %, price, clothing, budget, ",
41,skirt,Bottoms,"last, small, big, small, i, med, small, due, natural, similar, short, i, med, light, similar, double, ","product, i, i, way, tts, surprise, fluid, pleating, waistline, model, length, i, weight, fabric, weight, georgette, crepe, ",
38,skirt,Bottoms,"basic, classic, great, ","skirt, print, twist, addition, wardrobe, ",
44,pants,Bottoms,"broken, great, other, i, small, top, baby, ","piece, reviewer, i, button, package, way, size, frame, i, ",
37,knit sweater,Tops,"top, perfect, great, happy, ","lace, shape, i'm, purchase, ",
38,jeans,Bottoms,"nice, tight, first, i, glad, i, normal, denim, i, enough, ","price, size, size, button, fly, ",
58,jeans,Bottoms,"little, small, i, small, small, great, fit, good, great, ","waist, hourglass, shape, waist, i, waist, fabric, price, ",
